Month,Year,Country,HS,Commodity,Customs Value (Gen) ($US),
January,2024,China,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,404,382,647",
January,2024,China,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,812,155,674",
January,2024,China,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,875,713,109",
January,2024,Christmas Island,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"4,151",
January,2024,Cocos (Keeling) Islands,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"166,373",
January,2024,Colombia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","2,649,153",
January,2024,Colombia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","5,930,465",
January,2024,Colombia,39,Plastics And Articles Thereof,"16,950,685",
January,2024,Colombia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"4,634,699",
January,2024,Colombia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,464,382",
January,2024,Colombia,61,"Apparel Articles And Accessories, Knit Or Crochet","8,116,278",
January,2024,Colombia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"6,060,401",
January,2024,Colombia,64,"Footwear, Gaiters Etc. And Parts Thereof","592,809",
January,2024,Colombia,70,Glass And Glassware,"8,016,049",
January,2024,Colombia,73,Articles Of Iron Or Steel,"13,020,728",
January,2024,Colombia,76,Aluminum And Articles Thereof,"39,590,593",
January,2024,Colombia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","72,137",
January,2024,Colombia,83,Miscellaneous Articles Of Base Metal,"759,929",
January,2024,Colombia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","3,155,071",
January,2024,Colombia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"26,257,785",
January,2024,Colombia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,746,683",
January,2024,Colombia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,636,803",
January,2024,Colombia,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,053,107",
January,2024,Comoros,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","22,567",
January,2024,Comoros,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","8,400",
January,2024,Congo,49,"Printed Books, Newspapers Etc; Manuscripts Etc","9,983",
January,2024,Costa Rica,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","18,504",
January,2024,Costa Rica,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","127,523",
January,2024,Costa Rica,39,Plastics And Articles Thereof,"9,899,844",
January,2024,Costa Rica,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"713,309",
January,2024,Costa Rica,49,"Printed Books, Newspapers Etc; Manuscripts Etc","2,212,408",
January,2024,Costa Rica,61,"Apparel Articles And Accessories, Knit Or Crochet","1,418,691",
January,2024,Costa Rica,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"62,207",
January,2024,Costa Rica,64,"Footwear, Gaiters Etc. And Parts Thereof","2,875",
January,2024,Costa Rica,70,Glass And Glassware,"1,325,866",
January,2024,Costa Rica,73,Articles Of Iron Or Steel,"1,877,228",
January,2024,Costa Rica,76,Aluminum And Articles Thereof,"1,375,753",
January,2024,Costa Rica,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","270,680",
January,2024,Costa Rica,83,Miscellaneous Articles Of Base Metal,"23,659",
January,2024,Costa Rica,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","3,347,746",
January,2024,Costa Rica,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"99,974,731",
January,2024,Costa Rica,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","2,768,948",
January,2024,Costa Rica,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,405,360",
January,2024,Costa Rica,95,"Toys, Games & Sport Equipment; Parts & Accessories","2,531,038",
January,2024,Cote d'Ivoire,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","296,129",
January,2024,Cote d'Ivoire,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","36,420",
January,2024,Cote d'Ivoire,39,Plastics And Articles Thereof,"17,676",
January,2024,Cote d'Ivoire,49,"Printed Books, Newspapers Etc; Manuscripts Etc","5,577",
January,2024,Cote d'Ivoire,73,Articles Of Iron Or Steel,"72,341",
January,2024,Cote d'Ivoire,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","377,608",
January,2024,Cote d'Ivoire,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"168,244",
January,2024,Cote d'Ivoire,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,792,677",
January,2024,Cote d'Ivoire,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,299",
January,2024,Croatia,39,Plastics And Articles Thereof,"669,128",
January,2024,Croatia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"4,014",
January,2024,Croatia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","95,123",
January,2024,Croatia,61,"Apparel Articles And Accessories, Knit Or Crochet","676,296",
January,2024,Croatia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"14,155",
January,2024,Croatia,64,"Footwear, Gaiters Etc. And Parts Thereof","565,361",
January,2024,Croatia,70,Glass And Glassware,"98,824",
January,2024,Croatia,73,Articles Of Iron Or Steel,"570,704",
January,2024,Croatia,76,Aluminum And Articles Thereof,"914,706",
January,2024,Croatia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","6,479",
January,2024,Croatia,83,Miscellaneous Articles Of Base Metal,"107,981",
January,2024,Croatia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","7,302,895",
January,2024,Croatia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"4,414,590",
January,2024,Croatia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","2,732,936",
January,2024,Croatia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","238,367",
January,2024,Croatia,95,"Toys, Games & Sport Equipment; Parts & Accessories","179,270",
January,2024,Curacao,76,Aluminum And Articles Thereof,"16,730",
January,2024,Curacao,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","221,904",
January,2024,Curacao,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"188,383",
January,2024,Curacao,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","9,936",
January,2024,Cyprus,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","35,625",
January,2024,Cyprus,39,Plastics And Articles Thereof,"530,000",
January,2024,Cyprus,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"2,414",
January,2024,Cyprus,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","133,730",
January,2024,Cyprus,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"75,012",
January,2024,Cyprus,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","127,813",
January,2024,Cyprus,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","7,668",
January,2024,Czech Republic,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","1,966,679",
January,2024,Czech Republic,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","281,545",
January,2024,Czech Republic,39,Plastics And Articles Thereof,"18,683,753",
January,2024,Czech Republic,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"2,955,409",
January,2024,Czech Republic,49,"Printed Books, Newspapers Etc; Manuscripts Etc","928,826",
January,2024,Czech Republic,61,"Apparel Articles And Accessories, Knit Or Crochet","59,585",
January,2024,Czech Republic,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,708,067",
January,2024,Czech Republic,64,"Footwear, Gaiters Etc. And Parts Thereof","247,893",
January,2024,Czech Republic,70,Glass And Glassware,"4,331,457",
January,2024,Czech Republic,73,Articles Of Iron Or Steel,"17,453,704",
January,2024,Czech Republic,76,Aluminum And Articles Thereof,"1,170,133",
January,2024,Czech Republic,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","5,093,377",
January,2024,Czech Republic,83,Miscellaneous Articles Of Base Metal,"8,138,804",
January,2024,Czech Republic,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","182,436,444",
January,2024,Czech Republic,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"134,508,282",
January,2024,Czech Republic,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","28,954,789",
January,2024,Czech Republic,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","14,161,655",
January,2024,Czech Republic,95,"Toys, Games & Sport Equipment; Parts & Accessories","4,734,136",
January,2024,Democratic Republic of Congo,49,"Printed Books, Newspapers Etc; Manuscripts Etc","7,650",
January,2024,Democratic Republic of Congo,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,545",
January,2024,Denmark,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","77,407",
January,2024,Denmark,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","1,105,291",
January,2024,Denmark,39,Plastics And Articles Thereof,"10,087,022",
January,2024,Denmark,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"3,402,869",
January,2024,Denmark,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,342,261",
January,2024,Denmark,61,"Apparel Articles And Accessories, Knit Or Crochet","77,878",
January,2024,Denmark,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"327,643",
January,2024,Denmark,64,"Footwear, Gaiters Etc. And Parts Thereof","42,158",
January,2024,Denmark,70,Glass And Glassware,"121,661",
January,2024,Denmark,73,Articles Of Iron Or Steel,"5,630,144",
January,2024,Denmark,76,Aluminum And Articles Thereof,"1,519,096",
January,2024,Denmark,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","786,160",
January,2024,Denmark,83,Miscellaneous Articles Of Base Metal,"957,021",
January,2024,Denmark,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","115,803,385",
January,2024,Denmark,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"44,558,254",
January,2024,Denmark,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","5,991,227",
January,2024,Denmark,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","8,250,257",
January,2024,Denmark,95,"Toys, Games & Sport Equipment; Parts & Accessories","2,652,249",
January,2024,Djibouti,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","37,905",
January,2024,Dominica,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,928",
January,2024,Dominica,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"27,411",
January,2024,Dominican Republic,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","1,642,092",
January,2024,Dominican Republic,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","3,922,810",
January,2024,Dominican Republic,39,Plastics And Articles Thereof,"19,400,157",
January,2024,Dominican Republic,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"3,832,971",
January,2024,Dominican Republic,49,"Printed Books, Newspapers Etc; Manuscripts Etc","64,437",
January,2024,Dominican Republic,61,"Apparel Articles And Accessories, Knit Or Crochet","24,739,601",
January,2024,Dominican Republic,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"7,345,536",
January,2024,Dominican Republic,64,"Footwear, Gaiters Etc. And Parts Thereof","10,061,577",
January,2024,Dominican Republic,70,Glass And Glassware,"105,743",
January,2024,Dominican Republic,73,Articles Of Iron Or Steel,"1,959,514",
January,2024,Dominican Republic,76,Aluminum And Articles Thereof,"7,414,924",
January,2024,Dominican Republic,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","22,469",
January,2024,Dominican Republic,83,Miscellaneous Articles Of Base Metal,"4,707,833",
January,2024,Dominican Republic,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","16,798,218",
January,2024,Dominican Republic,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"76,984,572",
January,2024,Dominican Republic,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,671,536",
January,2024,Dominican Republic,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,343,225",
January,2024,Dominican Republic,95,"Toys, Games & Sport Equipment; Parts & Accessories","628,634",
January,2024,Ecuador,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","370,915",
January,2024,Ecuador,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","7,950",
January,2024,Ecuador,39,Plastics And Articles Thereof,"2,642,455",
January,2024,Ecuador,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"151,195",
January,2024,Ecuador,49,"Printed Books, Newspapers Etc; Manuscripts Etc","57,569",
January,2024,Ecuador,61,"Apparel Articles And Accessories, Knit Or Crochet","160,511",
January,2024,Ecuador,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"79,585",
January,2024,Ecuador,70,Glass And Glassware,"36,388",
January,2024,Ecuador,73,Articles Of Iron Or Steel,"238,180",
January,2024,Ecuador,76,Aluminum And Articles Thereof,"3,593,830",
January,2024,Ecuador,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","280,554",
January,2024,Ecuador,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"5,266,708",
January,2024,Ecuador,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","46,000",
January,2024,Ecuador,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","641,008",
January,2024,Ecuador,95,"Toys, Games & Sport Equipment; Parts & Accessories","45,906",
January,2024,Egypt,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","2,728,937",
January,2024,Egypt,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","136,590",
January,2024,Egypt,39,Plastics And Articles Thereof,"2,950,813",
January,2024,Egypt,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"326,028",
January,2024,Egypt,61,"Apparel Articles And Accessories, Knit Or Crochet","33,714,865",
January,2024,Egypt,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"695,957",
January,2024,Egypt,70,Glass And Glassware,"2,861,847",
January,2024,Egypt,73,Articles Of Iron Or Steel,"2,588,321",
January,2024,Egypt,76,Aluminum And Articles Thereof,"79,979",
January,2024,Egypt,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","224,195",
January,2024,Egypt,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","145,510",
January,2024,Egypt,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"574,821",
January,2024,Egypt,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","31,756",
January,2024,Egypt,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","547,259",
January,2024,Egypt,95,"Toys, Games & Sport Equipment; Parts & Accessories","24,706",
January,2024,El Salvador,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","174,471",
January,2024,El Salvador,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","116,604",
January,2024,El Salvador,39,Plastics And Articles Thereof,"1,531,621",
January,2024,El Salvador,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"701,420",
January,2024,El Salvador,49,"Printed Books, Newspapers Etc; Manuscripts Etc","316,226",
January,2024,El Salvador,61,"Apparel Articles And Accessories, Knit Or Crochet","71,548,443",
January,2024,El Salvador,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,870,319",
January,2024,El Salvador,64,"Footwear, Gaiters Etc. And Parts Thereof","1,331,189",
January,2024,El Salvador,70,Glass And Glassware,"36,895",
January,2024,El Salvador,73,Articles Of Iron Or Steel,"98,558",
January,2024,El Salvador,76,Aluminum And Articles Thereof,"1,570,136",
January,2024,El Salvador,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","327,155",
January,2024,El Salvador,83,Miscellaneous Articles Of Base Metal,"42,599",
January,2024,El Salvador,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","1,810,513",
January,2024,El Salvador,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"7,831,527",
January,2024,El Salvador,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,355,635",
January,2024,El Salvador,95,"Toys, Games & Sport Equipment; Parts & Accessories","232,986",
January,2024,Eritrea,49,"Printed Books, Newspapers Etc; Manuscripts Etc","5,219",
January,2024,Estonia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","2,872",
January,2024,Estonia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","247,109",
January,2024,Estonia,39,Plastics And Articles Thereof,"566,328",
January,2024,Estonia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"22,790",
January,2024,Estonia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","86,992",
January,2024,Estonia,61,"Apparel Articles And Accessories, Knit Or Crochet","11,204",
January,2024,Estonia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"429,996",
January,2024,Estonia,64,"Footwear, Gaiters Etc. And Parts Thereof",825,
January,2024,Estonia,70,Glass And Glassware,"15,961",
January,2024,Estonia,73,Articles Of Iron Or Steel,"375,294",
January,2024,Estonia,76,Aluminum And Articles Thereof,"42,129",
January,2024,Estonia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","872,801",
January,2024,Estonia,83,Miscellaneous Articles Of Base Metal,"29,399",
January,2024,Estonia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","5,970,406",
January,2024,Estonia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"12,995,873",
January,2024,Estonia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","483,389",
January,2024,Estonia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","4,832,511",
January,2024,Estonia,95,"Toys, Games & Sport Equipment; Parts & Accessories","3,223,919",
January,2024,Eswatini,70,Glass And Glassware,"5,109",
January,2024,Eswatini,73,Articles Of Iron Or Steel,"10,360",
January,2024,Eswatini,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","15,026",
January,2024,Eswatini,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","7,912",
January,2024,Eswatini,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"21,626",
January,2024,Ethiopia,39,Plastics And Articles Thereof,"8,364",
